zz_kbcx_courseNumber,zzm_courseTitle_noEdit,zzd_semester,zzd_year,zzd_keywords,zze_courseURL
24.06J,Bioethics,Spring,2009,medical ethics; ethics; genetics; life support; stem cell; GM; genetically modified; genetic engineering; risk; biomedical; medicine; cloning; euthanasia; enhancing or cheating; abortion; eugenics; slippery slope; organ transplant; organ donor; disease; public health; health care; ,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-06j-bioethics-spring-2009
24.08J,Philosophical Issues in Brain Science,Spring,2009,"brain, philosophy, neuroscience, cognitive sciences,  solidity, cohesion, stimulus, rapid learning, memory, sensory input,
consciousness, cognitive functions, behavioral functions. ",https://ocw.mit.edu/courses/linguistics-and-philosophy/24-08j-philosophical-issues-in-brain-science-spring-2009
24.235J,Philosophy of Law,Spring,2012,paternalism; law; philosophy; moral content; punishment; rights; jurisprudence; common law; civil law; civil disobedience; political obligation; judges; decision theory; Hart; Dworkin; Scalia; Raz; Thomson; Bentham; Mill; Langton;,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-235j-philosophy-of-law-spring-2012
24.906J,Linguistic Studies of Bilingualism,Fall,2012,language; verbal behavior; bilingualism; code-switchng; speech; grammatical theory; lateralization; diglossia; linguistic structure; multilingualism; education; bilingual brain;,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-906j-linguistic-studies-of-bilingualism-fall-2012
24.941J,The Lexicon and Its Features,Spring,2007,lexicon; features; sound categories; acoustic and articulatory correlates; languages; models of word recognition; linguistics;cognitive science,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-941j-the-lexicon-and-its-features-spring-2007
24.S95,Linguistics in K-12 Education,Spring,2023,,
24.S96,"Linguistics and Social Justice:
Language, Education, and Human Rights",Fall,2021,"social justice
minority languages
indigenous languages
creoles
colonialism
postcolonialism
Haiti
Caribbean",https://ocw.mit.edu/courses/linguistics-and-philosophy/24-s96-linguistics-and-social-justice-language-education-and-human-rights-fall-2021
3.012Sx,Structure of Materials,Spring,2019,,https://ocw.mit.edu/courses/materials-science-and-engineering/3-012sx-structure-of-materials-spring-2019
3.021J,Introduction to Modeling and Simulation,Spring,2012,,https://ocw.mit.edu/courses/materials-science-and-engineering/3-021j-introduction-to-modeling-and-simulation-spring-2012
3.051J,Materials for Biomedical Applications,Spring,2006,"interactions between proteins, cells
and surfaces of biomaterials; surface chemistry and physics of metals, polymers and ceramics;
Surface characterization methodology;  Quantitative assays of cell behavior
in culture; Organ replacement therapies;
Acute and chronic response to implanted biomaterials; biosensors,
drug delivery and tissue engineering.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-051j-materials-for-biomedical-applications-spring-2006
3.091SC,Introduction to Solid State Chemistry,Fall,2010,"college chemistry, atom, molecule, periodic table, electron shell, chemical bonding, crystallography, x-ray spectroscopy, amorphous solid, chemical reaction, chemical energy, aqueous solution, solid solution, organic chemistry, polymer, semiconductor, phase diagram, material processing, history of chemistry, metallurgy, chemical equilibrium, physical chemistry",https://ocw.mit.edu/courses/materials-science-and-engineering/3-091sc-introduction-to-solid-state-chemistry-fall-2010
3.15x,"Electrical, Optical, and Magnetic Materials and Devices",Spring,2020,"properties of materials
electric
optical
magnetic
semiconductors
metals
organics
insultors
devices
emerging technology
drift
diffusion
recomibination
generation
p-n junctions
equilibrium
bias
ideal diode equation
real diodes
bipolar junction trasistors
MOSFETs
field effect transistors
photodevices
LED
heterojunction laser
organic electronic displays
liquid crystal displays
photonic systems
optical fibers
magnetism
anisotropy
transformers
DC motors
hard disc data storage
optical storage
magnetooptical storage
domain wall energy


",https://ocw.mit.edu/courses/materials-science-and-engineering/3-15x-electrical-optical-and-magnetic-materials-and-devices-spring-2020
3.40J,Physical Metallurgy,Fall,2009,"point, line and interfacial defects; stereographic projection; annealing; spinodal decomposition; nucleation; growth; particle coarsening; structure-function relationships; interstitial and substitutional solid solutions; processing and structure of metals; strength, stiffness, and ductility; crystallography; phase transformations; microstructural evolution;   steel; aluminum.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-40j-physical-metallurgy-fall-2009
3.A04,Modern Blacksmithing and Physical Metallurgy,Fall,2008,"freshman seminar, forge, casting, lost-wax, steel, phase diagrams, student work, photos, ",https://ocw.mit.edu/courses/materials-science-and-engineering/3-a04-modern-blacksmithing-and-physical-metallurgy-fall-2008
3.A08,Attraction and Repulsion: The Magic of Magnets,Fall,2005,magnetism; electromagnetic; electromagnetism; freshman seminar; magnetic field; Mr. Magnet; levitation; hard disk; magnetoptic; ferromagnetic; ferromagnetism; imaging; SQUID; biomagnetism; ferromagnetic; NMR;,https://ocw.mit.edu/courses/materials-science-and-engineering/3-a08-attraction-and-repulsion-the-magic-of-magnets-fall-2005
3.A26,Freshman Seminar: The Nature of Engineering,Fall,2005,biomimicry; bird; feather; bone; structure; plant structure; cellular solids; freshman seminar; service learning; biomimetic research; biomimetics; biology; mimetic; physics; nature; natural engineering; wood; tree; tree trunk;,https://ocw.mit.edu/courses/materials-science-and-engineering/3-a26-freshman-seminar-the-nature-of-engineering-fall-2005
3.A27,Case Studies in Forensic Metallurgy,Fall,2007,case studies; failure; fracture; seminar; stainless steel; aluminum; catastrophic failure; soldering; brazing; welding; corrosion; oxidation; fatigue; ,https://ocw.mit.edu/courses/materials-science-and-engineering/3-a27-case-studies-in-forensic-metallurgy-fall-2007
4.001J,CityScope: New Orleans,Spring,2007,new orleans; hurricane katrina; flooding; rebuilding; problem-solving; future of the city; city footprint; natural disaster; housing; urban reconstruction; bring new orleans back commission; disaster recovery; flood protection; parks and open spaces; lower ninth ward restoration; city design; sustainable city; sustainable new orleans; public housing; urban ecology; urban infrastructure; port of new orleans; louisiana,https://ocw.mit.edu/courses/architecture/4-001j-cityscope-new-orleans-spring-2007
4.110J,"Integrative Design Across Disciplines, Scales, and Problem Contexts",Spring,2013,"design, media, animation, image, data, visualization, representation, database, Processing, fabrication, technology, systems, model, AI, intelligence, programming, optimization, machine, play, game, utopia, future, dystopia, science fiction, environment, growth, organization",https://ocw.mit.edu/courses/architecture/4-110j-design-across-scales-disciplines-and-problem-contexts-spring-2013
4.125A,Architecture Studio: Building in Landscapes,Fall,2005,architecture; tectonics; place making; space; Space Between; urban design; urban redesign; village; neighborhood; mixed-use public space; light and space; affordable design; green design; LEED; cultural understanding; path; place; space as activator;,https://ocw.mit.edu/courses/architecture/4-125a-architecture-studio-building-in-landscapes-fall-2005
4.125B,Architecture Studio: Building in Landscapes,Fall,2005,architecture; tectonics; place making; space; Space Between; urban design; urban redesign; village; neighborhood; mixed-use public space; light and space; affordable design; green design; LEED; cultural understanding; path; place; space as activator;,https://ocw.mit.edu/courses/architecture/4-125b-architecture-studio-building-in-landscapes-fall-2005
4.131B,"Architectural Design, Level II: Material and Tectonic Transformations: The Herreshoff Museum",Fall,2003,architecture; design; tectonics; representation; materials; construction; presentation; sketching; metaphor; boat building; shipyard renovation; adaptive reuse; public and private space; visual arts; America's Cup; racing; displacement; lightness; mass; strength; energy; speed,https://ocw.mit.edu/courses/architecture/4-131b-architectural-design-level-ii-material-and-tectonic-transformations-the-herreshoff-museum-fall-2003
4.155B,"Architectural Design, Level III: A Student Center for MIT",Fall,2004,architecture; tectonics; materials; MIT; campus living; student center; activation; Heidegger; place making; urban design; urban redesign; village; neighborhood; mixed-use public space; light and space; affordable design; movement; place; life; activity,https://ocw.mit.edu/courses/architecture/4-155b-architectural-design-level-iii-a-student-center-for-mit-fall-2004
4.163J,Urban Design Studio: Providence,Spring,2005,urban planning; community; stakeholders; development; urban growth; Providence; Rhode Island; institutional mechanisms; housing; waterfront; port; built form; public space; landscape; path and access systems; parking; density; activity location and intensity; planning; finance; public/private partnerships; parcelization; phasing; multi-disciplinary teams;,https://ocw.mit.edu/courses/architecture/4-163j-urban-design-studio-providence-spring-2005
4.241J,Theory of City Form,Spring,2013,cities; urbanism; architecture; modernism; typology; form; space; grid; industrialization; urban history; Kevin Lynch; political urbanism; London; Paris; Jerusalem; Johannesburg; New York; St. Petersburg; Barcelona; Vienna; Chicago; Berlin; Chandigarh; urban development; utopianism; suburb; suburban development; ,https://ocw.mit.edu/courses/architecture/4-241j-theory-of-city-form-spring-2013
4.42J,Fundamentals of Energy in Buildings,Fall,2010,energy in buildings; ventilation; air conditioning; forms of energy; energy conservation; heat transfer; energy losses from buildings,https://ocw.mit.edu/courses/architecture/4-42j-fundamentals-of-energy-in-buildings-fall-2010
4.A21,Stories Without Words: Photographing the First Year,Fall,2006,MIT; campus; architecture; student life; photography; digital media; digital editing; Photoshop; HTML; web design; visual representation; documentation; light; detail; poetics; advising; freshman seminar; freshman experience; landscape; light; significant detail; place; poetics; narrative; urban planning; seeing; digital photography; digital editing; storytelling; community; urban revitalization; neighborhood;,https://ocw.mit.edu/courses/architecture/4-a21-stories-without-words-photographing-the-first-year-fall-2006
4.S26,Territory: Spatial Reification of Power,Spring,2016,"architecture, territory, cities, landscapes, regions, spatial systems, place and power, politics, land division, property, private vs. public, borders, countries, neighborhoods, buildings, mapping, cartography",https://ocw.mit.edu/courses/architecture/4-s26-territory-spatial-reification-of-power-spring-2016
4.S33,Unmanageability: Pathless Realities and Approaches,Spring,2015,"creativity, art, management philosophies, self-management, entrepreneurial, innovation, capitalism, technology, design, science, philosophy, cultural theory",https://ocw.mit.edu/courses/architecture/4-s33-unmanageability-pathless-realities-and-approaches-spring-2015
4.S67,Landscape Experience: Seminar in Land/Art,Fall,2016,"landscape, art, architecture, Utah, Arizona, New Mexico, Texas, United States, property, power, tradition, political positions, philosophical positions, pilgrimage, property development, history",https://ocw.mit.edu/courses/architecture/4-s67-landscape-experience-seminar-in-land-art-fall-2016
